value,msa,gender,age,race
1405,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,TWO OR MORE RACES
5968,"North Port-Sarasota-Bradenton, FL Metro Area",Male,45-54,TWO OR MORE RACES
4120,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,TWO OR MORE RACES
4721,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,TWO OR MORE RACES
3500,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,TWO OR MORE RACES
684,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,TWO OR MORE RACES
45876,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,TWO OR MORE RACES
1967,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,TWO OR MORE RACES
7112,"North Port-Sarasota-Bradenton, FL Metro Area",Male,35-44,TWO OR MORE RACES
46653,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,TWO OR MORE RACES
2399,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,TWO OR MORE RACES
92529,"North Port-Sarasota-Bradenton, FL Metro Area",,,TWO OR MORE RACES
2442,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,TWO OR MORE RACES
1117,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,TWO OR MORE RACES
3262,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,TWO OR MORE RACES
4975,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,TWO OR MORE RACES
4890,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,TWO OR MORE RACES
3317,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,TWO OR MORE RACES
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1150,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,TWO OR MORE RACES
1262,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,TWO OR MORE RACES
4251,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,TWO OR MORE RACES
6757,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,TWO OR MORE RACES
2362,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,TWO OR MORE RACES
3261,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,TWO OR MORE RACES
5057,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,TWO OR MORE RACES
3653,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,TWO OR MORE RACES
58586,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,HISPANIC OR LATINO
4952,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,HISPANIC OR LATINO
36015,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,HISPANIC OR LATINO
16008,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,HISPANIC OR LATINO
6176,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,HISPANIC OR LATINO
35097,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,HISPANIC OR LATINO
17313,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,HISPANIC OR LATINO
56975,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,HISPANIC OR LATINO
115561,"North Port-Sarasota-Bradenton, FL Metro Area",,,HISPANIC OR LATINO
104,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
2835,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,BLACK OR AFRICAN AMERICAN ALONE
2867,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,BLACK OR AFRICAN AMERICAN ALONE
1765,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,BLACK OR AFRICAN AMERICAN ALONE
1203,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,BLACK OR AFRICAN AMERICAN ALONE
1936,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,BLACK OR AFRICAN AMERICAN ALONE
52281,"North Port-Sarasota-Bradenton, FL Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
25721,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
1178,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,BLACK OR AFRICAN AMERICAN ALONE
643185,"North Port-Sarasota-Bradenton, FL Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
309922,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
9577,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
8633,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
13640,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
7521,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
4227,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
11380,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
12638,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
13319,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
25959,"North Port-Sarasota-Bradenton, FL Metro Area",Male,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
32553,"North Port-Sarasota-Bradenton, FL Metro Area",Male,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
50504,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
62652,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
43121,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
14198,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
333263,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
8070,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
9424,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
11295,"North Port-Sarasota-Bradenton, FL Metro Area",Female,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
7138,"North Port-Sarasota-Bradenton, FL Metro Area",Female,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
3928,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
10981,"North Port-Sarasota-Bradenton, FL Metro Area",Female,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
12158,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
12555,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
26748,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
35212,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
58503,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
72116,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
46186,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
18949,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
33106,"North Port-Sarasota-Bradenton, FL Metro Area",,,SOME OTHER RACE ALONE
9515,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,SOME OTHER RACE ALONE
837,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,SOME OTHER RACE ALONE
14794,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,SOME OTHER RACE ALONE
4442,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,SOME OTHER RACE ALONE
10356,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,SOME OTHER RACE ALONE
815,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,SOME OTHER RACE ALONE
18312,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,SOME OTHER RACE ALONE
7141,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,SOME OTHER RACE ALONE
138349,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,WHITE ALONE
38481,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,WHITE ALONE
165660,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,WHITE ALONE
120887,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,WHITE ALONE
342490,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,WHITE ALONE
42057,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,WHITE ALONE
154963,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,WHITE ALONE
660397,"North Port-Sarasota-Bradenton, FL Metro Area",,,WHITE ALONE
317907,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,WHITE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,15-17,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18 and 19,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,45-54,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65-74,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,35-44,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,AMERICAN INDIAN AND ALASKA NATIVE ALONE
179,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,ASIAN ALONE
186,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,ASIAN ALONE
217,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,ASIAN ALONE
7992,"North Port-Sarasota-Bradenton, FL Metro Area",Male,,ASIAN ALONE
17345,"North Port-Sarasota-Bradenton, FL Metro Area",,,ASIAN ALONE
437,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,ASIAN ALONE
357,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,ASIAN ALONE
311,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,ASIAN ALONE
1027,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,ASIAN ALONE
4265,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,BLACK OR AFRICAN AMERICAN ALONE
16092,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,BLACK OR AFRICAN AMERICAN ALONE
6203,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,BLACK OR AFRICAN AMERICAN ALONE
3277,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,BLACK OR AFRICAN AMERICAN ALONE
14673,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,BLACK OR AFRICAN AMERICAN ALONE
7771,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,BLACK OR AFRICAN AMERICAN ALONE
123,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,ASIAN ALONE
294,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,ASIAN ALONE
642,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,ASIAN ALONE
371,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,ASIAN ALONE
1035,"North Port-Sarasota-Bradenton, FL Metro Area",Male,45-54,ASIAN ALONE
1331,"North Port-Sarasota-Bradenton, FL Metro Area",Male,35-44,ASIAN ALONE
675,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65-74,ASIAN ALONE
1374,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,ASIAN ALONE
0,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,ASIAN ALONE
221,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,ASIAN ALONE
109,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,ASIAN ALONE
9353,"North Port-Sarasota-Bradenton, FL Metro Area",Female,,ASIAN ALONE
76,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18 and 19,ASIAN ALONE
146,"North Port-Sarasota-Bradenton, FL Metro Area",Female,15-17,ASIAN ALONE
553,"North Port-Sarasota-Bradenton, FL Metro Area",Female,10-14,ASIAN ALONE
445,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,ASIAN ALONE
514,"North Port-Sarasota-Bradenton, FL Metro Area",Female,20-24,ASIAN ALONE
2193,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,ASIAN ALONE
641,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,ASIAN ALONE
1672,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,ASIAN ALONE
1129,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,ASIAN ALONE
1087,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,ASIAN ALONE
5084,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,TWO OR MORE RACES
12819,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,TWO OR MORE RACES
26992,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,TWO OR MORE RACES
6065,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,TWO OR MORE RACES
13078,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,TWO OR MORE RACES
28491,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,TWO OR MORE RACES
7038,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,HISPANIC OR LATINO
8915,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,HISPANIC OR LATINO
3367,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,HISPANIC OR LATINO
5710,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,HISPANIC OR LATINO
3764,"North Port-Sarasota-Bradenton, FL Metro Area",Female,20-24,HISPANIC OR LATINO
2132,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18 and 19,HISPANIC OR LATINO
3826,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,HISPANIC OR LATINO
3712,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,HISPANIC OR LATINO
3362,"North Port-Sarasota-Bradenton, FL Metro Area",Female,15-17,HISPANIC OR LATINO
4795,"North Port-Sarasota-Bradenton, FL Metro Area",Female,10-14,HISPANIC OR LATINO
1211,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,HISPANIC OR LATINO
1598,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,HISPANIC OR LATINO
3322,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,HISPANIC OR LATINO
4772,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,HISPANIC OR LATINO
5065,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,HISPANIC OR LATINO
1384,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,HISPANIC OR LATINO
2849,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,HISPANIC OR LATINO
3924,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,HISPANIC OR LATINO
5063,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,HISPANIC OR LATINO
1453,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,HISPANIC OR LATINO
2796,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65-74,HISPANIC OR LATINO
703,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,HISPANIC OR LATINO
8515,"North Port-Sarasota-Bradenton, FL Metro Area",Male,35-44,HISPANIC OR LATINO
4061,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,HISPANIC OR LATINO
5494,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,HISPANIC OR LATINO
7574,"North Port-Sarasota-Bradenton, FL Metro Area",Male,45-54,HISPANIC OR LATINO
4550,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,HISPANIC OR LATINO
4606,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,HISPANIC OR LATINO
10228,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,WHITE ALONE
9320,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,WHITE ALONE
14638,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,WHITE ALONE
7871,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,WHITE ALONE
4258,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,WHITE ALONE
11918,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,WHITE ALONE
13206,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,WHITE ALONE
7735,"North Port-Sarasota-Bradenton, FL Metro Area",Female,15-17,WHITE ALONE
4447,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18 and 19,WHITE ALONE
13133,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,WHITE ALONE
11544,"North Port-Sarasota-Bradenton, FL Metro Area",Female,20-24,WHITE ALONE
13023,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,WHITE ALONE
28435,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,WHITE ALONE
35847,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,WHITE ALONE
59231,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,WHITE ALONE
72684,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,WHITE ALONE
46602,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,WHITE ALONE
19063,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,WHITE ALONE
13985,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,WHITE ALONE
27296,"North Port-Sarasota-Bradenton, FL Metro Area",Male,35-44,WHITE ALONE
51308,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,WHITE ALONE
32992,"North Port-Sarasota-Bradenton, FL Metro Area",Male,45-54,WHITE ALONE
63235,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65-74,WHITE ALONE
43454,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,WHITE ALONE
14198,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,WHITE ALONE
8754,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,WHITE ALONE
9839,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,WHITE ALONE
12153,"North Port-Sarasota-Bradenton, FL Metro Area",Female,10-14,WHITE ALONE
2132,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 18,ASIAN ALONE
1504,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65 and over,ASIAN ALONE
6670,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18-64,ASIAN ALONE
1179,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 18,ASIAN ALONE
896,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65 and over,ASIAN ALONE
4964,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18-64,ASIAN ALONE
1550,"North Port-Sarasota-Bradenton, FL Metro Area",Male,Under 5,SOME OTHER RACE ALONE
1653,"North Port-Sarasota-Bradenton, FL Metro Area",Male,5-9,SOME OTHER RACE ALONE
324,"North Port-Sarasota-Bradenton, FL Metro Area",Female,65-74,SOME OTHER RACE ALONE
327,"North Port-Sarasota-Bradenton, FL Metro Area",Female,75-84,SOME OTHER RACE ALONE
164,"North Port-Sarasota-Bradenton, FL Metro Area",Female,85 and over,SOME OTHER RACE ALONE
1635,"North Port-Sarasota-Bradenton, FL Metro Area",Female,Under 5,SOME OTHER RACE ALONE
1650,"North Port-Sarasota-Bradenton, FL Metro Area",Female,5-9,SOME OTHER RACE ALONE
2249,"North Port-Sarasota-Bradenton, FL Metro Area",Female,10-14,SOME OTHER RACE ALONE
926,"North Port-Sarasota-Bradenton, FL Metro Area",Female,30-34,SOME OTHER RACE ALONE
3890,"North Port-Sarasota-Bradenton, FL Metro Area",Female,35-44,SOME OTHER RACE ALONE
1526,"North Port-Sarasota-Bradenton, FL Metro Area",Female,45-54,SOME OTHER RACE ALONE
1603,"North Port-Sarasota-Bradenton, FL Metro Area",Female,55-64,SOME OTHER RACE ALONE
1607,"North Port-Sarasota-Bradenton, FL Metro Area",Female,15-17,SOME OTHER RACE ALONE
342,"North Port-Sarasota-Bradenton, FL Metro Area",Female,18 and 19,SOME OTHER RACE ALONE
575,"North Port-Sarasota-Bradenton, FL Metro Area",Female,20-24,SOME OTHER RACE ALONE
1494,"North Port-Sarasota-Bradenton, FL Metro Area",Female,25-29,SOME OTHER RACE ALONE
566,"North Port-Sarasota-Bradenton, FL Metro Area",Male,25-29,SOME OTHER RACE ALONE
674,"North Port-Sarasota-Bradenton, FL Metro Area",Male,10-14,SOME OTHER RACE ALONE
565,"North Port-Sarasota-Bradenton, FL Metro Area",Male,15-17,SOME OTHER RACE ALONE
476,"North Port-Sarasota-Bradenton, FL Metro Area",Male,18 and 19,SOME OTHER RACE ALONE
675,"North Port-Sarasota-Bradenton, FL Metro Area",Male,20-24,SOME OTHER RACE ALONE
2164,"North Port-Sarasota-Bradenton, FL Metro Area",Male,55-64,SOME OTHER RACE ALONE
300,"North Port-Sarasota-Bradenton, FL Metro Area",Male,65-74,SOME OTHER RACE ALONE
465,"North Port-Sarasota-Bradenton, FL Metro Area",Male,75-84,SOME OTHER RACE ALONE
72,"North Port-Sarasota-Bradenton, FL Metro Area",Male,85 and over,SOME OTHER RACE ALONE
1387,"North Port-Sarasota-Bradenton, FL Metro Area",Male,30-34,SOME OTHER RACE ALONE
