population,msa,gender,edu,race
60096,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Less than high school diploma,TWO OR MORE RACES
51102,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Bachelor's degree or higher,TWO OR MORE RACES
78214,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Some college or associate's degree,TWO OR MORE RACES
73790,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,High school graduate (includes equivalency),TWO OR MORE RACES
66353,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Less than high school diploma,TWO OR MORE RACES
65820,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,High school graduate (includes equivalency),TWO OR MORE RACES
61103,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Bachelor's degree or higher,TWO OR MORE RACES
82049,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Some college or associate's degree,TWO OR MORE RACES
85780,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,"Some college, no degree",HISPANIC OR LATINO
26306,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,GED or alternative credential,HISPANIC OR LATINO
45798,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Bachelor's degree,HISPANIC OR LATINO
33002,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Associate's degree,HISPANIC OR LATINO
62106,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Less than 9th grade,HISPANIC OR LATINO
106032,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Regular high school diploma,HISPANIC OR LATINO
65228,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,"9th to 12th grade, no diploma",HISPANIC OR LATINO
19512,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Graduate or professional degree,HISPANIC OR LATINO
49649,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,"9th to 12th grade, no diploma",HISPANIC OR LATINO
59985,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Less than 9th grade,HISPANIC OR LATINO
3185,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
10280,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
5412,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
10140,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
9365,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
6674,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1033,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
597,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1127,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
116,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
34,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
128,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
121,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
12707,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
5665,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
484,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
291,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
402,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
466,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
134,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
284,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
751,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
161,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
410,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
46524,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
206294,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
36527,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
316923,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
196277,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
413997,"Phoenix-Mesa-Chandler, AZ Metro Area",Male,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
409782,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
360892,"Phoenix-Mesa-Chandler, AZ Metro Area",Female,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
220263,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Regular high school diploma,WHITE ALONE
21418,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,GED or alternative credential,WHITE ALONE
169792,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"Some college, no degree",WHITE ALONE
112111,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Associate's degree,WHITE ALONE
369795,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree,WHITE ALONE
331009,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Graduate or professional degree,WHITE ALONE
282762,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Graduate or professional degree,WHITE ALONE
1270034,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,WHITE ALONE
18371,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than 9th grade,WHITE ALONE
27275,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"9th to 12th grade, no diploma",WHITE ALONE
1184488,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,WHITE ALONE
21110,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than 9th grade,WHITE ALONE
33212,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"9th to 12th grade, no diploma",WHITE ALONE
226098,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Regular high school diploma,WHITE ALONE
31772,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,GED or alternative credential,WHITE ALONE
154432,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"Some college, no degree",WHITE ALONE
68725,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Associate's degree,WHITE ALONE
366377,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree,WHITE ALONE
2454522,"Boston-Cambridge-Newton, MA-NH Metro Area",,,WHITE ALONE
13627,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Some college or associate's degree,ASIAN ALONE
100433,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree or higher,ASIAN ALONE
23742,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than high school diploma,ASIAN ALONE
18297,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,High school graduate (includes equivalency),ASIAN ALONE
93036,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree or higher,ASIAN ALONE
156099,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,ASIAN ALONE
17298,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,High school graduate (includes equivalency),ASIAN ALONE
12145,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Some college or associate's degree,ASIAN ALONE
140234,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,ASIAN ALONE
17755,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than high school diploma,ASIAN ALONE
296333,"Boston-Cambridge-Newton, MA-NH Metro Area",,,ASIAN ALONE
4524,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Associate's degree,SOME OTHER RACE ALONE
16690,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree,SOME OTHER RACE ALONE
6636,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Graduate or professional degree,SOME OTHER RACE ALONE
9346,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
16679,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Regular high school diploma,SOME OTHER RACE ALONE
2696,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,GED or alternative credential,SOME OTHER RACE ALONE
13807,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"Some college, no degree",SOME OTHER RACE ALONE
5387,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Graduate or professional degree,SOME OTHER RACE ALONE
85619,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,SOME OTHER RACE ALONE
15241,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than 9th grade,SOME OTHER RACE ALONE
12497,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree,SOME OTHER RACE ALONE
23211,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Regular high school diploma,SOME OTHER RACE ALONE
3305,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,GED or alternative credential,SOME OTHER RACE ALONE
12458,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"Some college, no degree",SOME OTHER RACE ALONE
4222,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Associate's degree,SOME OTHER RACE ALONE
168441,"Boston-Cambridge-Newton, MA-NH Metro Area",,,SOME OTHER RACE ALONE
82822,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,SOME OTHER RACE ALONE
12726,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than 9th grade,SOME OTHER RACE ALONE
9016,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
39725,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Some college or associate's degree,HISPANIC OR LATINO
49279,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree or higher,HISPANIC OR LATINO
172228,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,HISPANIC OR LATINO
350921,"Boston-Cambridge-Newton, MA-NH Metro Area",,,HISPANIC OR LATINO
46629,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree or higher,HISPANIC OR LATINO
30247,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Some college or associate's degree,HISPANIC OR LATINO
51325,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,High school graduate (includes equivalency),HISPANIC OR LATINO
44027,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than high school diploma,HISPANIC OR LATINO
42613,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,High school graduate (includes equivalency),HISPANIC OR LATINO
47076,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than high school diploma,HISPANIC OR LATINO
178693,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,HISPANIC OR LATINO
111864,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
233566,"Boston-Cambridge-Newton, MA-NH Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
7481,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
5547,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
23103,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
4975,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
25370,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
9491,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
22852,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
22039,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
7441,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
23360,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
4586,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
13045,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
9067,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
121702,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
23086,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
15378,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
16745,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
6215,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,GED or alternative credential,TWO OR MORE RACES
19649,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"Some college, no degree",TWO OR MORE RACES
10782,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"9th to 12th grade, no diploma",TWO OR MORE RACES
35518,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Regular high school diploma,TWO OR MORE RACES
7901,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Associate's degree,TWO OR MORE RACES
27371,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree,TWO OR MORE RACES
147310,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,TWO OR MORE RACES
15994,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than 9th grade,TWO OR MORE RACES
304337,"Boston-Cambridge-Newton, MA-NH Metro Area",,,TWO OR MORE RACES
32145,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree,TWO OR MORE RACES
25481,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Graduate or professional degree,TWO OR MORE RACES
23102,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"Some college, no degree",TWO OR MORE RACES
8514,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Associate's degree,TWO OR MORE RACES
23880,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Graduate or professional degree,TWO OR MORE RACES
157027,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,TWO OR MORE RACES
34397,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Regular high school diploma,TWO OR MORE RACES
3394,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,GED or alternative credential,TWO OR MORE RACES
19409,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than 9th grade,TWO OR MORE RACES
10585,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"9th to 12th grade, no diploma",TWO OR MORE RACES
,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
281903,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Some college or associate's degree,WHITE ALONE
257870,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,High school graduate (includes equivalency),WHITE ALONE
54322,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than high school diploma,WHITE ALONE
649139,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree or higher,WHITE ALONE
223157,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Some college or associate's degree,WHITE ALONE
45646,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than high school diploma,WHITE ALONE
241681,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,High school graduate (includes equivalency),WHITE ALONE
18331,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Some college or associate's degree,SOME OTHER RACE ALONE
23326,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree or higher,SOME OTHER RACE ALONE
24587,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than high school diploma,SOME OTHER RACE ALONE
19375,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,High school graduate (includes equivalency),SOME OTHER RACE ALONE
17884,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree or higher,SOME OTHER RACE ALONE
26516,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,High school graduate (includes equivalency),SOME OTHER RACE ALONE
16680,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Some college or associate's degree,SOME OTHER RACE ALONE
21742,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than high school diploma,SOME OTHER RACE ALONE
700804,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree or higher,WHITE ALONE
2895,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
444,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
254,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3392,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
6287,"Boston-Cambridge-Newton, MA-NH Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
845,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
253,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
891,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
499,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
19,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
187,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
50,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
432,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
145,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
252,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
445,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
345,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
342,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
884,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
327472,"Boston-Cambridge-Newton, MA-NH Metro Area",Female,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
30689,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
221863,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
31554,"Boston-Cambridge-Newton, MA-NH Metro Area",Male,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
