population,msa,gender,edu,race
886,"Richmond, VA Metro Area",Male,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
39,"Richmond, VA Metro Area",Female,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
419,"Richmond, VA Metro Area",Female,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
743,"Richmond, VA Metro Area",Male,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
96,"Richmond, VA Metro Area",Male,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Richmond, VA Metro Area",Female,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Female,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Female,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Female,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Female,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Female,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
388,"Richmond, VA Metro Area",Female,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
133,"Richmond, VA Metro Area",Female,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Richmond, VA Metro Area",Female,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Female,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Richmond, VA Metro Area",Male,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
16434,"Richmond, VA Metro Area",Male,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
57803,"Richmond, VA Metro Area",Female,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
13155,"Richmond, VA Metro Area",Female,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
65110,"Richmond, VA Metro Area",Male,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
61920,"Richmond, VA Metro Area",Male,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
120580,"Richmond, VA Metro Area",Male,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
135592,"Richmond, VA Metro Area",Female,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
73430,"Richmond, VA Metro Area",Female,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
84260,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,WHITE ALONE
16707,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,WHITE ALONE
69356,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",WHITE ALONE
31090,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,WHITE ALONE
76399,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,WHITE ALONE
53945,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,WHITE ALONE
44928,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,WHITE ALONE
355007,"Louisville/Jefferson County, KY-IN Metro Area",Female,,WHITE ALONE
7882,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,WHITE ALONE
15368,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",WHITE ALONE
333298,"Louisville/Jefferson County, KY-IN Metro Area",Male,,WHITE ALONE
6872,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,WHITE ALONE
19676,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",WHITE ALONE
82269,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,WHITE ALONE
22236,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,WHITE ALONE
62991,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",WHITE ALONE
26548,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,WHITE ALONE
67778,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,WHITE ALONE
688305,"Louisville/Jefferson County, KY-IN Metro Area",,,WHITE ALONE
1340,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,ASIAN ALONE
4474,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,ASIAN ALONE
1928,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,ASIAN ALONE
1225,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),ASIAN ALONE
4792,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,ASIAN ALONE
8967,"Louisville/Jefferson County, KY-IN Metro Area",Female,,ASIAN ALONE
738,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),ASIAN ALONE
1671,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,ASIAN ALONE
7977,"Louisville/Jefferson County, KY-IN Metro Area",Male,,ASIAN ALONE
776,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,ASIAN ALONE
16944,"Louisville/Jefferson County, KY-IN Metro Area",,,ASIAN ALONE
51,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,SOME OTHER RACE ALONE
448,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,SOME OTHER RACE ALONE
784,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,SOME OTHER RACE ALONE
97,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
1109,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,SOME OTHER RACE ALONE
378,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,SOME OTHER RACE ALONE
1626,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",SOME OTHER RACE ALONE
321,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,SOME OTHER RACE ALONE
5097,"Louisville/Jefferson County, KY-IN Metro Area",Female,,SOME OTHER RACE ALONE
604,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,SOME OTHER RACE ALONE
572,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,SOME OTHER RACE ALONE
2976,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,SOME OTHER RACE ALONE
894,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,SOME OTHER RACE ALONE
888,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",SOME OTHER RACE ALONE
746,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,SOME OTHER RACE ALONE
12504,"Louisville/Jefferson County, KY-IN Metro Area",,,SOME OTHER RACE ALONE
7407,"Louisville/Jefferson County, KY-IN Metro Area",Male,,SOME OTHER RACE ALONE
692,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,SOME OTHER RACE ALONE
318,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
3649,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,HISPANIC OR LATINO
4221,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,HISPANIC OR LATINO
20613,"Louisville/Jefferson County, KY-IN Metro Area",Male,,HISPANIC OR LATINO
40051,"Louisville/Jefferson County, KY-IN Metro Area",,,HISPANIC OR LATINO
3275,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,HISPANIC OR LATINO
5114,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,HISPANIC OR LATINO
7123,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),HISPANIC OR LATINO
5101,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,HISPANIC OR LATINO
6479,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),HISPANIC OR LATINO
5089,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,HISPANIC OR LATINO
19438,"Louisville/Jefferson County, KY-IN Metro Area",Female,,HISPANIC OR LATINO
50250,"Louisville/Jefferson County, KY-IN Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
109379,"Louisville/Jefferson County, KY-IN Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
4096,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
1854,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
6451,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
2956,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
17277,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
2498,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
13260,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
15628,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
4594,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
14144,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
2861,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
1858,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
1730,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
59129,"Louisville/Jefferson County, KY-IN Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
8513,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
6282,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
5377,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
2379,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,TWO OR MORE RACES
5438,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",TWO OR MORE RACES
3527,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",TWO OR MORE RACES
7392,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,TWO OR MORE RACES
2453,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,TWO OR MORE RACES
3609,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,TWO OR MORE RACES
30024,"Louisville/Jefferson County, KY-IN Metro Area",Male,,TWO OR MORE RACES
2138,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,TWO OR MORE RACES
64008,"Louisville/Jefferson County, KY-IN Metro Area",,,TWO OR MORE RACES
5029,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,TWO OR MORE RACES
4581,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,TWO OR MORE RACES
7606,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",TWO OR MORE RACES
2387,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,TWO OR MORE RACES
3088,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,TWO OR MORE RACES
33984,"Louisville/Jefferson County, KY-IN Metro Area",Female,,TWO OR MORE RACES
7398,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,TWO OR MORE RACES
1542,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,TWO OR MORE RACES
1948,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,TWO OR MORE RACES
3493,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",TWO OR MORE RACES
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
100446,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,WHITE ALONE
104505,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),WHITE ALONE
26548,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,WHITE ALONE
112706,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,WHITE ALONE
89539,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,WHITE ALONE
23250,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,WHITE ALONE
100967,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),WHITE ALONE
1677,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,SOME OTHER RACE ALONE
1232,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,SOME OTHER RACE ALONE
701,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,SOME OTHER RACE ALONE
1487,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),SOME OTHER RACE ALONE
893,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,SOME OTHER RACE ALONE
3870,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),SOME OTHER RACE ALONE
1634,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,SOME OTHER RACE ALONE
1010,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,SOME OTHER RACE ALONE
130344,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,WHITE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
53736,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
22087,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
81962,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
19568,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
6722,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
331792,"Louisville/Jefferson County, KY-IN Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
685083,"Louisville/Jefferson County, KY-IN Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
44687,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
76108,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
30980,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
69076,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
16707,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
84145,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
15115,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
7424,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
353291,"Louisville/Jefferson County, KY-IN Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
67642,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
26371,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
62753,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
2278,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,ASIAN ALONE
748,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,ASIAN ALONE
1137,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,ASIAN ALONE
1180,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",ASIAN ALONE
1010,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",ASIAN ALONE
88,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,ASIAN ALONE
2011,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,ASIAN ALONE
330,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,ASIAN ALONE
2463,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,ASIAN ALONE
404,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",ASIAN ALONE
372,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,ASIAN ALONE
163,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,ASIAN ALONE
575,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,ASIAN ALONE
716,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,ASIAN ALONE
955,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",ASIAN ALONE
2514,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,ASIAN ALONE
13890,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,BLACK OR AFRICAN AMERICAN ALONE
20426,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,BLACK OR AFRICAN AMERICAN ALONE
15758,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,BLACK OR AFRICAN AMERICAN ALONE
20233,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),BLACK OR AFRICAN AMERICAN ALONE
5950,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,BLACK OR AFRICAN AMERICAN ALONE
18489,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),BLACK OR AFRICAN AMERICAN ALONE
6324,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,BLACK OR AFRICAN AMERICAN ALONE
8309,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,BLACK OR AFRICAN AMERICAN ALONE
1721,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,HISPANIC OR LATINO
2500,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,HISPANIC OR LATINO
459,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,HISPANIC OR LATINO
6020,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,HISPANIC OR LATINO
550,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,HISPANIC OR LATINO
3099,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",HISPANIC OR LATINO
5441,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,TWO OR MORE RACES
6697,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,TWO OR MORE RACES
7891,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,TWO OR MORE RACES
9771,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),TWO OR MORE RACES
5665,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,TWO OR MORE RACES
8940,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),TWO OR MORE RACES
9610,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,TWO OR MORE RACES
9993,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,TWO OR MORE RACES
3685,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",HISPANIC OR LATINO
1362,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,HISPANIC OR LATINO
1944,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,HISPANIC OR LATINO
1429,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,HISPANIC OR LATINO
2461,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,HISPANIC OR LATINO
5761,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,HISPANIC OR LATINO
2640,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",HISPANIC OR LATINO
1331,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,HISPANIC OR LATINO
2230,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",HISPANIC OR LATINO
2859,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,HISPANIC OR LATINO
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
